# acceptance rate 2.64
# Om   w   H0   log_like
0.300 -0.900 70.000 -493.097
0.194 -0.947 72.160 -312.929
0.194 -0.947 72.160 -312.929
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.060 -0.866 72.829 -206.003
0.022 -0.785 72.103 -200.838
0.022 -0.785 72.103 -200.838
0.022 -0.785 72.103 -200.838
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.023 -0.792 72.167 -201.247
0.079 -0.805 71.140 -189.426
0.079 -0.805 71.140 -189.426
0.079 -0.805 71.140 -189.426
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.105 -0.818 70.627 -185.161
0.119 -0.716 68.617 -180.634
0.119 -0.716 68.617 -180.634
0.119 -0.716 68.617 -180.634
0.119 -0.716 68.617 -180.634
0.119 -0.716 68.617 -180.634
0.091 -0.691 68.539 -180.896
0.091 -0.691 68.539 -180.896
0.091 -0.691 68.539 -180.896
0.091 -0.691 68.539 -180.896
0.100 -0.702 68.462 -182.882
0.100 -0.702 68.462 -182.882
0.100 -0.702 68.462 -182.882
0.100 -0.702 68.462 -182.882
0.100 -0.702 68.462 -182.882
0.100 -0.702 68.462 -182.882
0.100 -0.702 68.462 -182.882
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.100 -0.671 68.124 -180.666
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
0.085 -0.630 67.701 -181.307
