#o_m 	 H0 	 w 
0.3	70	-1
0.3	70	-1
0.3	70	-1
0.3	70	-1
0.3015978543929411	69.23614270834356	-0.9553124138025826
0.3015978543929411	69.23614270834356	-0.9553124138025826
0.3015978543929411	69.23614270834356	-0.9553124138025826
0.3015978543929411	69.23614270834356	-0.9553124138025826
0.23799372298437838	66.73897003053189	-0.8953482499488039
0.3450548883350127	64.92431168753888	-0.9144471923371162
0.40724234820441874	63.73929138282097	-1.041380101455933
0.40724234820441874	63.73929138282097	-1.041380101455933
0.4234413553213657	62.76511680781133	-0.9496737038833805
0.4234413553213657	62.76511680781133	-0.9496737038833805
0.4225552186246357	62.35642726495443	-0.9269286144635108
0.4225552186246357	62.35642726495443	-0.9269286144635108
0.42094764687740577	62.42831318933791	-0.888006150170133
0.42094764687740577	62.42831318933791	-0.888006150170133
0.4548877511295074	63.116867186710955	-0.8965059000382544
0.4426950158315364	62.73911140250731	-0.8702700960814962
0.4426950158315364	62.73911140250731	-0.8702700960814962
0.4426950158315364	62.73911140250731	-0.8702700960814962
0.4426950158315364	62.73911140250731	-0.8702700960814962
0.49921758021810975	63.0036329499744	-0.9398054394588226
0.49921758021810975	63.0036329499744	-0.9398054394588226
0.49921758021810975	63.0036329499744	-0.9398054394588226
0.49921758021810975	63.0036329499744	-0.9398054394588226
0.49921758021810975	63.0036329499744	-0.9398054394588226
0.49921758021810975	63.0036329499744	-0.9398054394588226
0.4851503343375362	61.80063104583642	-0.9920923349568332
0.5019688365703705	61.05821490518397	-1.013654648605891
0.5570524831133395	62.80321362115589	-1.0920324767347396
0.5570524831133395	62.80321362115589	-1.0920324767347396
0.5570524831133395	62.80321362115589	-1.0920324767347396
0.5570524831133395	62.80321362115589	-1.0920324767347396
0.5570524831133395	62.80321362115589	-1.0920324767347396
0.5570524831133395	62.80321362115589	-1.0920324767347396
0.5570524831133395	62.80321362115589	-1.0920324767347396
0.5659941571519046	62.64736194896126	-1.0953771273584239
0.5659941571519046	62.64736194896126	-1.0953771273584239
0.6115832004247108	61.85394939067626	-1.084987931583944
0.6115832004247108	61.85394939067626	-1.084987931583944
0.6115832004247108	61.85394939067626	-1.084987931583944
0.6115832004247108	61.85394939067626	-1.084987931583944
0.6115832004247108	61.85394939067626	-1.084987931583944
0.6115832004247108	61.85394939067626	-1.084987931583944
0.6115832004247108	61.85394939067626	-1.084987931583944
0.6152493797779848	60.51481738576066	-1.165624368964174
0.6152493797779848	60.51481738576066	-1.165624368964174
0.6152493797779848	60.51481738576066	-1.165624368964174
0.7597415839889015	58.91435890964313	-1.1284747789899465
0.7597415839889015	58.91435890964313	-1.1284747789899465
0.7597415839889015	58.91435890964313	-1.1284747789899465
0.7597415839889015	58.91435890964313	-1.1284747789899465
0.7597415839889015	58.91435890964313	-1.1284747789899465
0.7668080126776454	58.648500481626954	-1.1939906591648846
0.7668080126776454	58.648500481626954	-1.1939906591648846
0.7668080126776454	58.648500481626954	-1.1939906591648846
0.7668080126776454	58.648500481626954	-1.1939906591648846
0.7668080126776454	58.648500481626954	-1.1939906591648846
0.8138358983759647	58.65562931719496	-1.1792148700150011
0.8138358983759647	58.65562931719496	-1.1792148700150011
0.8138358983759647	58.65562931719496	-1.1792148700150011
0.8138358983759647	58.65562931719496	-1.1792148700150011
0.7881732183074295	57.20499857388331	-1.1024486544046856
0.8516174195594245	57.67915814608283	-1.2075898770391698
0.8516174195594245	57.67915814608283	-1.2075898770391698
0.8516174195594245	57.67915814608283	-1.2075898770391698
0.8516174195594245	57.67915814608283	-1.2075898770391698
0.803601309769293	58.38639897443094	-1.241600671656622
0.803601309769293	58.38639897443094	-1.241600671656622
0.803601309769293	58.38639897443094	-1.241600671656622
0.803601309769293	58.38639897443094	-1.241600671656622
0.803601309769293	58.38639897443094	-1.241600671656622
0.8423368449890958	57.75319292199779	-1.2203169839953907
0.8423368449890958	57.75319292199779	-1.2203169839953907
0.8423368449890958	57.75319292199779	-1.2203169839953907
0.8423368449890958	57.75319292199779	-1.2203169839953907
0.8423368449890958	57.75319292199779	-1.2203169839953907
0.8423368449890958	57.75319292199779	-1.2203169839953907
