# acceptance rate 24.54
# Om   w   H0   chi2
0.319 -1.041 67.421 9.690e+02
0.319 -1.041 67.421 9.690e+02
0.319 -1.041 67.421 9.690e+02
0.319 -1.041 67.421 9.690e+02
0.452 -0.938 64.863 9.780e+02
0.452 -0.938 64.863 9.780e+02
0.540 -0.956 63.470 9.989e+02
0.540 -0.956 63.470 9.989e+02
0.514 -0.956 63.012 9.958e+02
0.514 -0.956 63.012 9.958e+02
0.618 -0.953 62.933 1.033e+03
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.526 -1.035 63.283 9.947e+02
0.471 -0.988 62.848 1.013e+03
0.554 -0.895 62.862 1.006e+03
0.554 -0.895 62.862 1.006e+03
0.554 -0.895 62.862 1.006e+03
0.599 -0.870 62.446 1.023e+03
0.599 -0.870 62.446 1.023e+03
0.484 -0.835 63.850 9.926e+02
0.484 -0.835 63.850 9.926e+02
0.484 -0.835 63.850 9.926e+02
0.387 -0.835 66.069 9.736e+02
0.435 -0.918 64.710 9.765e+02
0.435 -0.918 64.710 9.765e+02
0.344 -0.979 65.900 9.820e+02
0.344 -0.979 65.900 9.820e+02
0.410 -0.978 65.158 9.746e+02
0.508 -0.903 63.340 9.933e+02
0.508 -0.903 63.340 9.933e+02
0.501 -0.992 64.356 9.871e+02
0.501 -0.992 64.356 9.871e+02
0.549 -0.965 61.413 1.024e+03
0.549 -0.965 61.413 1.024e+03
0.549 -0.965 61.413 1.024e+03
0.549 -0.965 61.413 1.024e+03
0.529 -0.932 62.719 9.991e+02
0.529 -0.932 62.719 9.991e+02
0.529 -0.932 62.719 9.991e+02
0.529 -0.932 62.719 9.991e+02
0.529 -0.932 62.719 9.991e+02
0.598 -0.930 62.798 1.021e+03
0.598 -0.930 62.798 1.021e+03
0.598 -0.930 62.798 1.021e+03
0.458 -1.006 64.623 9.791e+02
0.474 -1.051 64.592 9.807e+02
0.470 -1.041 65.017 9.775e+02
0.454 -1.116 66.517 9.711e+02
0.454 -1.116 66.517 9.711e+02
0.454 -1.116 66.517 9.711e+02
0.366 -1.134 66.842 9.767e+02
0.330 -1.090 68.934 9.464e+02
0.330 -1.090 68.934 9.464e+02
0.330 -1.090 68.934 9.464e+02
0.330 -1.090 68.934 9.464e+02
0.351 -1.120 68.533 9.495e+02
0.396 -1.120 68.523 9.609e+02
