# acceptance rate 0.48
# Om   w   H0
0.424 -1.293 68.871
0.424 -1.293 68.871
0.424 -1.292 68.854
0.424 -1.292 68.854
0.424 -1.292 68.854
0.409 -1.170 67.963
0.399 -1.118 67.918
0.414 -1.100 67.352
0.382 -1.137 68.522
0.386 -1.158 68.524
0.378 -1.078 68.397
0.378 -1.078 68.397
0.378 -1.078 68.397
0.473 -1.464 67.463
0.497 -1.609 68.085
0.497 -1.609 68.085
0.497 -1.609 68.085
0.527 -1.525 66.861
0.510 -1.751 68.322
0.510 -1.751 68.322
0.510 -1.751 68.322
0.510 -1.751 68.322
0.510 -1.751 68.322
0.510 -1.751 68.322
0.510 -1.751 68.322
0.510 -1.751 68.322
0.485 -1.836 69.348
0.449 -2.300 72.533
0.449 -2.300 72.533
0.449 -2.300 72.533
0.449 -2.300 72.533
0.451 -2.225 72.146
0.451 -2.225 72.146
0.455 -2.219 71.963
0.455 -2.219 71.963
0.395 -2.855 77.330
0.395 -2.855 77.330
0.395 -2.855 77.330
0.411 -2.374 74.273
0.426 -2.268 73.229
0.426 -2.268 73.229
0.426 -2.268 73.229
0.427 -2.197 72.854
0.427 -2.197 72.854
0.427 -1.984 72.251
0.427 -1.984 72.251
0.427 -1.984 72.251
0.427 -1.984 72.251
0.427 -1.984 72.251
0.434 -2.141 72.394
0.434 -2.141 72.394
0.453 -2.582 72.830
0.442 -3.049 75.232
0.442 -3.049 75.232
0.442 -3.049 75.232
0.423 -3.281 77.190
0.422 -3.199 77.441
0.422 -3.199 77.441
0.422 -3.199 77.441
0.363 -3.591 82.376
0.363 -3.591 82.376
0.363 -3.591 82.376
0.366 -3.481 81.655
0.396 -3.210 78.810
0.447 -2.521 73.698
0.453 -2.644 73.836
0.453 -2.644 73.836
0.453 -2.644 73.836
0.456 -2.516 73.165
0.456 -2.516 73.165
0.468 -2.376 72.318
0.468 -2.376 72.318
0.490 -2.122 70.465
0.490 -2.122 70.465
0.499 -2.923 71.257
0.480 -2.764 71.971
0.484 -3.147 72.756
0.471 -3.243 73.782
0.471 -3.243 73.782
0.474 -3.622 74.788
0.474 -3.622 74.788
0.474 -3.622 74.788
0.474 -3.622 74.788
0.518 -3.001 71.337
0.541 -3.125 70.701
0.557 -3.142 69.950
0.536 -2.538 68.912
0.503 -2.630 70.823
0.513 -2.597 70.185
0.531 -1.871 67.965
0.482 -2.955 72.676
0.482 -2.955 72.676
0.488 -2.882 72.156
0.495 -3.093 72.544
0.495 -3.093 72.544
0.495 -3.093 72.544
0.502 -3.363 73.051
0.502 -3.363 73.051
0.502 -2.965 71.589
0.518 -2.977 70.720
0.518 -2.977 70.720
0.517 -2.961 70.554
0.517 -2.961 70.554
0.531 -2.974 69.769
0.518 -2.873 70.154
0.518 -2.868 70.139
0.518 -2.868 70.139
0.518 -2.868 70.139
0.518 -2.868 70.139
0.518 -2.868 70.139
0.518 -2.868 70.139
0.486 -2.919 72.101
0.486 -2.919 72.101
0.500 -2.667 70.840
0.500 -2.667 70.840
0.500 -2.667 70.840
0.476 -2.869 72.779
0.489 -3.033 73.299
0.489 -3.033 73.299
0.492 -2.886 72.627
0.492 -2.886 72.627
0.458 -2.533 71.701
0.460 -2.533 71.713
0.454 -2.361 71.495
0.454 -2.361 71.499
0.403 -3.810 78.807
0.403 -3.810 78.807
0.388 -4.320 81.813
0.388 -4.320 81.813
0.388 -4.320 81.813
0.388 -4.320 81.813
0.309 -5.820 90.702
0.340 -5.074 86.744
0.340 -5.074 86.744
0.340 -5.074 86.744
0.399 -3.666 79.377
0.412 -3.579 78.360
0.412 -3.579 78.360
0.431 -3.442 76.733
0.395 -3.489 78.962
0.395 -3.489 78.962
0.391 -3.409 79.085
0.391 -3.409 79.085
0.390 -3.395 79.020
0.394 -3.405 78.791
0.398 -3.447 78.424
0.398 -3.447 78.424
0.393 -3.403 78.894
0.376 -3.432 79.932
0.377 -3.378 79.724
0.377 -3.378 79.724
0.382 -2.942 78.146
0.419 -2.900 75.891
0.418 -2.909 76.346
0.415 -2.938 76.632
0.415 -2.938 76.632
0.415 -2.938 76.632
0.384 -3.265 79.353
0.383 -3.268 79.422
0.348 -3.848 83.287
0.348 -3.848 83.287
0.350 -3.869 83.202
0.350 -3.869 83.202
0.350 -3.869 83.202
0.350 -3.869 83.202
0.350 -3.869 83.202
0.378 -3.606 80.919
0.359 -3.877 83.088
0.359 -3.877 83.088
0.359 -3.877 83.088
0.359 -3.877 83.088
0.359 -3.877 83.088
0.415 -2.981 77.022
0.444 -2.584 73.940
0.439 -2.549 74.225
0.444 -2.802 74.330
0.444 -2.802 74.330
0.444 -2.802 74.330
0.444 -2.802 74.330
0.444 -2.802 74.330
0.479 -1.877 70.067
0.488 -1.733 69.252
0.487 -1.870 69.439
0.549 -1.814 66.844
0.549 -1.814 66.844
0.557 -1.824 66.624
0.506 -2.546 70.900
0.496 -2.757 71.969
0.496 -2.757 71.969
0.496 -2.757 71.969
0.498 -2.680 71.615
0.494 -2.661 71.683
0.493 -2.678 71.783
0.495 -2.727 71.926
0.505 -2.816 71.749
0.503 -3.382 72.547
0.503 -3.382 72.547
0.506 -3.627 72.902
0.506 -3.627 72.902
0.506 -3.627 72.902
0.526 -3.329 71.775
0.477 -3.529 74.375
0.481 -3.868 74.629
0.481 -3.868 74.629
0.481 -3.868 74.629
0.481 -3.868 74.629
0.481 -3.868 74.629
0.456 -3.570 75.489
0.445 -3.746 76.592
0.445 -3.746 76.592
0.445 -3.746 76.592
0.445 -3.746 76.592
0.484 -3.477 73.534
0.484 -3.433 73.510
0.484 -3.433 73.510
0.504 -3.506 72.209
0.488 -3.542 73.263
0.501 -3.353 72.289
0.498 -3.766 72.730
0.498 -3.766 72.730
0.495 -3.800 72.918
0.497 -3.901 73.035
0.473 -3.650 73.751
0.482 -4.483 75.436
0.482 -4.483 75.436
0.482 -4.483 75.436
0.482 -4.483 75.436
0.482 -4.483 75.436
0.456 -4.913 77.423
0.461 -4.837 77.071
0.463 -4.731 76.707
0.462 -3.780 75.164
0.458 -3.574 74.772
0.458 -3.574 74.772
0.458 -3.574 74.772
0.465 -3.151 73.332
0.465 -3.151 73.332
0.445 -4.511 77.969
0.445 -4.511 77.969
0.452 -4.338 77.169
0.452 -4.338 77.169
0.452 -4.338 77.169
0.487 -3.269 72.795
0.487 -3.269 72.795
0.474 -3.623 74.216
0.474 -3.623 74.216
0.490 -3.594 73.183
0.505 -3.822 72.835
0.470 -3.360 73.720
0.470 -3.360 73.720
0.476 -3.194 73.046
0.522 -2.410 68.883
0.518 -2.487 69.284
0.480 -2.287 70.599
0.494 -2.018 68.966
0.478 -2.084 70.016
0.478 -2.084 70.016
0.483 -2.105 69.838
0.486 -2.350 70.545
0.507 -2.349 69.545
0.507 -2.349 69.545
0.507 -2.349 69.545
0.510 -2.344 69.416
0.510 -2.344 69.416
0.541 -2.337 67.959
0.532 -2.441 68.673
0.573 -2.665 67.742
0.573 -2.665 67.742
0.570 -2.685 67.924
0.570 -2.685 67.924
0.570 -2.685 67.924
0.573 -2.876 67.941
0.558 -2.949 68.873
0.558 -2.949 68.873
0.551 -3.004 69.296
0.551 -3.004 69.296
0.551 -3.004 69.296
0.557 -3.169 69.684
0.624 -2.458 65.098
0.624 -2.458 65.098
0.624 -2.458 65.098
0.602 -2.940 66.775
0.602 -2.940 66.775
0.602 -2.940 66.775
0.602 -2.940 66.775
0.588 -4.130 69.233
0.538 -3.864 71.239
0.538 -3.864 71.239
0.538 -3.864 71.239
0.538 -3.864 71.239
0.538 -3.864 71.239
0.538 -3.864 71.239
0.538 -3.864 71.239
0.529 -3.393 70.517
0.510 -3.448 71.803
0.510 -3.448 71.803
0.544 -2.654 68.427
0.577 -3.367 68.860
0.540 -3.097 70.141
0.540 -3.097 70.141
0.540 -3.097 70.141
0.519 -3.060 71.054
0.519 -3.060 71.054
0.519 -3.060 71.054
0.485 -2.628 71.604
0.485 -2.628 71.604
0.486 -2.142 70.664
0.469 -2.566 72.620
0.465 -2.629 72.981
0.450 -2.819 74.159
0.450 -2.819 74.159
0.425 -3.085 76.507
0.425 -3.085 76.507
0.425 -3.085 76.507
0.425 -3.085 76.507
0.389 -3.377 79.235
0.409 -3.683 78.194
0.409 -3.683 78.194
0.409 -3.683 78.194
0.409 -3.683 78.194
0.411 -3.638 77.993
0.412 -3.954 78.489
0.414 -3.685 77.957
0.414 -3.685 77.957
0.414 -3.685 77.957
0.434 -3.422 76.140
0.431 -3.698 76.926
0.430 -3.719 77.046
0.430 -3.719 77.046
0.430 -3.719 77.046
0.427 -3.608 77.117
0.438 -3.012 75.220
0.438 -3.012 75.220
0.448 -2.906 74.401
0.488 -2.540 70.570
0.487 -2.598 70.846
0.480 -2.579 70.990
0.480 -2.579 70.990
0.520 -3.049 70.449
0.520 -2.371 68.787
0.520 -2.371 68.787
0.520 -2.371 68.787
0.521 -2.374 68.776
0.514 -2.576 69.564
0.503 -2.841 70.826
0.523 -2.957 70.157
0.523 -2.957 70.157
0.523 -2.957 70.157
0.541 -3.133 69.567
0.504 -2.902 71.158
0.506 -3.192 71.586
0.506 -3.192 71.586
0.506 -3.192 71.586
0.507 -3.355 72.007
0.495 -3.512 72.743
0.495 -3.512 72.743
0.495 -3.512 72.743
0.495 -3.512 72.743
0.531 -2.732 69.338
0.528 -2.675 69.396
0.528 -2.677 69.394
0.528 -2.685 69.387
0.555 -2.846 68.257
0.534 -2.838 69.296
0.540 -2.554 68.600
0.528 -2.520 69.166
0.526 -2.419 68.988
0.526 -2.419 68.988
0.526 -2.419 68.988
0.500 -2.469 70.337
0.500 -2.469 70.337
0.500 -2.469 70.337
0.480 -2.509 71.406
0.480 -2.509 71.406
0.459 -2.592 72.428
0.473 -2.883 72.893
0.473 -2.894 72.901
0.480 -2.756 72.130
0.491 -2.636 71.327
0.470 -2.473 71.710
0.483 -2.191 70.299
0.483 -2.191 70.299
0.488 -2.110 69.911
0.515 -1.371 66.443
0.508 -1.611 67.602
0.508 -1.611 67.602
0.518 -1.303 66.051
0.518 -1.303 66.051
0.518 -1.303 66.051
0.497 -1.938 68.729
0.481 -2.211 70.396
0.481 -2.211 70.396
0.481 -2.211 70.396
0.481 -2.211 70.396
0.446 -2.661 73.785
0.426 -2.809 75.399
0.426 -2.809 75.399
0.400 -2.705 76.769
0.400 -2.705 76.769
0.400 -2.705 76.769
0.412 -2.262 74.933
0.412 -2.262 74.933
0.339 -2.584 79.434
0.339 -2.584 79.434
0.347 -2.673 79.251
0.347 -2.673 79.251
0.347 -2.673 79.251
0.347 -2.673 79.251
0.392 -2.499 76.705
0.392 -2.499 76.705
0.407 -2.335 74.600
0.407 -2.335 74.600
0.405 -2.303 74.566
0.405 -2.303 74.566
0.401 -2.334 74.873
0.400 -2.359 75.010
0.407 -2.479 74.862
0.440 -1.326 68.205
0.412 -1.334 68.915
0.412 -1.334 68.915
0.412 -1.334 68.915
0.412 -1.334 68.915
0.412 -1.334 68.915
0.412 -1.334 68.915
0.412 -1.334 68.915
0.412 -1.334 68.915
0.417 -1.314 68.609
0.417 -1.314 68.609
0.417 -1.314 68.609
0.430 -1.448 69.343
0.430 -1.448 69.343
0.430 -1.448 69.343
0.430 -1.448 69.343
0.431 -1.520 69.582
0.433 -1.458 69.233
0.433 -1.458 69.233
0.376 -1.738 72.583
0.376 -1.738 72.583
0.376 -1.738 72.583
0.376 -1.738 72.583
0.375 -1.752 72.701
0.374 -1.802 73.095
0.399 -1.895 72.620
0.399 -1.895 72.620
0.399 -1.895 72.620
0.397 -1.945 72.903
0.397 -1.945 72.903
0.383 -2.025 73.768
0.381 -1.917 73.198
0.367 -2.412 76.874
0.390 -2.382 75.644
0.382 -2.568 76.925
0.382 -2.568 76.925
0.419 -2.228 73.886
0.419 -2.228 73.886
0.419 -2.228 73.886
0.419 -2.228 73.886
0.419 -2.228 73.886
0.368 -2.943 79.598
0.329 -3.641 84.645
0.333 -3.617 84.334
0.333 -3.617 84.334
0.333 -3.617 84.334
0.333 -3.617 84.334
0.333 -3.617 84.334
0.333 -3.617 84.334
0.333 -3.617 84.334
0.346 -3.303 82.047
0.407 -2.585 76.089
0.405 -2.590 76.249
0.417 -2.402 75.082
0.417 -2.402 75.082
0.424 -1.983 72.215
0.424 -1.983 72.215
0.456 -1.782 70.196
0.456 -2.091 71.868
0.456 -2.091 71.868
0.456 -1.968 70.917
0.456 -1.968 70.917
0.456 -1.968 70.917
0.456 -1.968 70.917
0.456 -1.968 70.917
0.456 -1.968 70.917
0.456 -1.968 70.917
0.455 -2.180 72.109
0.486 -2.005 70.262
0.487 -2.002 70.216
0.487 -2.002 70.216
0.486 -1.884 69.615
0.488 -1.896 69.663
0.491 -1.880 69.472
0.553 -1.569 65.788
0.553 -1.569 65.788
0.554 -1.577 65.774
0.552 -2.026 66.847
0.552 -2.026 66.847
0.470 -2.332 70.081
0.470 -2.332 70.081
0.486 -3.384 73.091
0.486 -3.384 73.091
0.486 -3.384 73.091
0.486 -3.384 73.091
0.486 -3.384 73.091
0.486 -3.384 73.091
0.486 -3.384 73.091
0.486 -3.384 73.091
0.486 -3.384 73.091
0.486 -3.384 73.091
0.455 -3.568 75.467
0.455 -3.568 75.467
0.428 -4.403 79.001
0.428 -4.403 79.001
0.428 -4.403 79.001
0.428 -4.403 79.001
0.428 -4.403 79.001
0.428 -4.403 79.001
0.428 -4.403 79.001
0.433 -3.820 76.941
0.402 -4.011 79.863
0.402 -4.011 79.863
0.402 -4.011 79.863
0.392 -4.145 80.747
0.441 -2.919 74.520
0.441 -2.919 74.520
0.441 -2.951 74.574
0.441 -2.951 74.574
0.441 -2.951 74.574
0.441 -2.963 74.633
0.441 -2.963 74.633
0.441 -2.963 74.633
0.441 -2.963 74.633
0.441 -2.963 74.633
0.418 -3.004 75.704
0.437 -3.568 76.256
0.437 -3.568 76.256
0.444 -3.021 74.483
0.444 -3.021 74.483
0.445 -2.377 72.116
0.454 -2.280 71.444
0.454 -2.280 71.444
0.454 -2.280 71.444
0.454 -2.280 71.444
0.449 -2.602 72.861
0.447 -2.576 72.928
0.445 -2.641 73.375
0.448 -2.458 72.440
0.446 -2.853 74.360
0.449 -2.879 74.340
0.449 -2.879 74.340
0.449 -2.879 74.340
0.401 -3.649 79.343
0.399 -3.766 79.902
0.399 -3.766 79.902
0.399 -3.766 79.902
0.399 -3.766 79.902
0.399 -3.766 79.902
0.406 -3.394 78.115
0.406 -3.394 78.115
0.401 -3.546 78.900
0.394 -3.733 79.897
0.383 -3.914 81.264
0.375 -4.018 82.094
0.375 -4.018 82.094
0.375 -4.018 82.094
0.375 -4.018 82.094
0.375 -4.018 82.094
0.381 -3.956 81.467
0.383 -3.783 80.770
0.400 -3.285 78.026
0.379 -3.450 79.862
0.379 -3.443 79.817
0.379 -3.443 79.817
0.379 -3.443 79.817
0.396 -3.177 78.060
0.389 -3.205 78.534
0.375 -3.254 79.363
0.375 -3.254 79.363
0.375 -3.254 79.363
0.375 -3.254 79.363
0.346 -3.698 82.309
0.360 -3.366 80.345
0.360 -3.366 80.345
0.370 -3.888 81.312
0.394 -3.505 78.728
0.424 -3.181 76.383
0.440 -3.119 75.172
0.439 -3.628 76.640
0.456 -3.682 75.873
0.457 -3.440 75.084
0.457 -3.440 75.084
0.459 -3.458 74.981
0.457 -3.531 75.329
0.456 -3.545 75.389
0.446 -3.608 76.280
0.446 -3.608 76.280
0.433 -3.885 77.584
0.422 -3.810 78.131
0.422 -3.810 78.131
0.415 -3.481 77.783
0.415 -3.485 77.784
0.391 -3.911 80.274
0.380 -4.266 81.822
0.380 -4.266 81.822
0.380 -4.266 81.822
0.380 -4.266 81.822
0.399 -4.149 80.163
0.401 -4.105 79.972
0.399 -4.051 79.972
0.399 -4.051 79.972
0.399 -4.051 79.972
0.414 -3.729 78.332
0.401 -4.181 80.243
0.377 -4.579 82.591
0.448 -3.369 75.720
0.448 -3.369 75.720
0.383 -4.338 81.532
0.401 -4.076 80.046
0.411 -3.740 78.527
0.434 -3.712 77.107
0.433 -3.611 77.569
0.405 -4.101 80.413
0.405 -4.101 80.413
0.405 -4.101 80.413
0.413 -3.968 79.395
0.413 -3.968 79.395
0.427 -3.628 77.647
0.425 -3.258 76.560
0.406 -3.506 78.402
0.406 -3.506 78.402
0.428 -2.987 75.763
0.428 -2.987 75.763
0.448 -2.911 74.623
0.449 -2.881 74.468
0.449 -2.881 74.478
0.422 -3.700 77.909
0.492 -2.502 70.616
0.492 -2.503 70.625
0.461 -2.131 70.102
0.455 -2.230 70.993
0.455 -2.220 70.888
0.409 -3.527 77.478
0.409 -3.527 77.478
0.417 -3.362 76.902
0.401 -3.169 77.364
0.418 -2.920 75.740
0.418 -2.920 75.740
0.446 -2.811 74.319
0.439 -2.890 74.902
0.454 -2.899 74.440
0.454 -2.899 74.440
0.453 -2.909 74.436
0.453 -2.661 74.012
0.453 -2.661 74.012
0.458 -2.749 73.778
0.458 -2.388 73.061
0.460 -2.423 73.228
0.460 -2.423 73.228
0.460 -2.423 73.228
0.449 -3.202 74.967
0.450 -3.150 74.843
0.451 -3.150 74.768
0.451 -3.149 74.684
0.464 -3.079 73.724
0.464 -3.079 73.724
0.464 -2.971 73.392
0.464 -2.971 73.392
0.464 -2.971 73.392
0.464 -2.971 73.392
0.464 -2.971 73.392
0.464 -2.971 73.392
0.468 -2.919 72.955
0.468 -2.919 72.955
0.478 -3.202 73.267
0.468 -3.457 74.395
0.444 -3.555 76.047
0.444 -3.555 76.047
0.444 -3.555 76.047
0.444 -3.555 76.047
0.460 -2.961 73.818
0.460 -2.961 73.818
0.443 -3.233 75.479
0.448 -3.132 74.942
0.449 -3.295 75.109
0.449 -3.295 75.109
0.449 -3.295 75.109
0.449 -3.295 75.109
0.435 -2.796 75.266
0.435 -2.796 75.266
0.450 -3.451 75.287
0.454 -3.487 75.164
0.473 -3.992 74.980
0.469 -4.133 75.500
0.474 -3.901 74.846
0.461 -3.372 74.110
0.461 -3.372 74.110
0.461 -3.372 74.110
0.461 -3.372 74.110
0.461 -3.372 74.110
0.461 -3.372 74.110
0.459 -3.334 74.109
0.441 -3.202 75.021
0.441 -3.202 75.021
0.440 -3.322 75.465
0.452 -3.828 75.863
0.452 -3.828 75.863
0.452 -3.828 75.863
0.452 -3.820 75.834
0.463 -3.657 74.954
0.463 -3.657 74.954
0.463 -3.657 74.954
0.463 -3.657 74.954
0.472 -4.122 74.819
0.473 -4.227 75.037
0.473 -4.232 75.028
0.475 -5.412 76.972
0.475 -5.412 76.972
0.475 -5.412 76.972
0.447 -4.483 76.790
0.447 -4.483 76.790
0.452 -4.132 75.817
0.436 -3.868 76.477
0.448 -4.932 78.155
0.455 -4.708 77.277
0.455 -4.708 77.277
0.455 -4.708 77.277
0.454 -4.564 76.945
0.456 -4.759 77.232
0.444 -4.640 77.360
0.444 -4.640 77.360
0.432 -4.741 78.678
0.435 -4.541 78.296
0.435 -4.515 78.153
0.420 -4.780 79.654
0.420 -4.780 79.654
0.420 -4.780 79.654
0.425 -4.744 79.269
0.424 -4.894 79.783
0.427 -4.827 79.475
0.440 -4.762 78.285
0.440 -4.762 78.285
0.417 -4.632 79.518
0.423 -4.458 78.810
0.423 -4.458 78.810
0.460 -3.802 75.567
0.460 -3.802 75.567
0.460 -3.802 75.567
0.469 -4.099 75.893
0.469 -4.099 75.893
0.469 -4.099 75.893
0.470 -4.034 75.668
0.487 -4.041 74.937
0.501 -3.526 73.097
0.501 -3.526 73.097
0.501 -3.526 73.097
0.501 -3.526 73.097
0.495 -3.394 72.937
0.495 -3.394 72.937
0.495 -3.394 72.937
0.496 -3.169 72.537
0.496 -3.169 72.537
0.524 -2.784 70.188
0.519 -2.864 70.620
0.519 -2.864 70.620
0.503 -3.039 71.826
0.522 -3.048 71.035
0.522 -3.048 71.035
0.522 -3.048 71.035
0.510 -3.234 72.011
0.509 -3.232 72.033
0.545 -3.042 70.295
0.545 -3.042 70.295
0.544 -3.022 70.287
0.544 -3.022 70.287
0.555 -2.972 69.739
0.555 -2.972 69.739
0.555 -2.972 69.739
0.555 -2.972 69.739
0.548 -3.255 70.370
0.548 -3.255 70.370
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.620 -2.529 65.392
0.598 -2.776 66.996
0.535 -2.514 69.200
0.535 -2.514 69.200
0.535 -2.514 69.200
0.475 -3.533 74.361
0.472 -3.473 74.407
0.472 -3.473 74.407
0.421 -3.967 77.561
0.425 -3.964 77.226
0.419 -3.859 77.379
0.419 -3.859 77.379
0.460 -2.863 73.047
0.455 -2.599 72.791
0.482 -2.935 71.937
0.486 -2.916 71.708
0.487 -2.925 71.686
0.487 -2.925 71.686
0.487 -2.925 71.686
0.479 -2.852 72.032
0.466 -2.917 72.954
0.461 -3.022 73.522
0.461 -3.022 73.522
0.464 -3.373 74.530
0.464 -3.373 74.530
0.464 -3.373 74.530
0.464 -3.373 74.530
0.464 -3.373 74.530
0.464 -3.373 74.530
0.464 -3.373 74.530
0.471 -3.482 74.368
0.471 -3.482 74.368
0.463 -3.427 74.717
0.516 -3.910 72.569
0.552 -4.165 71.061
0.506 -4.140 73.653
0.506 -4.140 73.653
0.506 -4.140 73.653
0.506 -4.140 73.653
0.506 -4.141 73.654
0.506 -4.141 73.654
0.516 -3.919 72.943
0.516 -3.919 72.943
0.516 -3.919 72.943
0.516 -3.919 72.943
0.516 -3.919 72.943
0.516 -3.908 72.925
0.525 -3.933 72.512
0.485 -3.724 74.192
0.440 -4.998 79.053
0.424 -5.007 80.336
0.418 -5.227 81.051
0.416 -5.053 80.764
0.400 -5.561 82.809
0.403 -5.238 81.657
0.402 -4.698 79.971
0.402 -4.698 79.971
0.407 -4.730 79.836
0.407 -4.444 79.491
0.407 -4.444 79.491
0.407 -4.444 79.491
0.466 -3.185 73.855
0.424 -3.936 77.696
0.356 -5.775 85.778
0.356 -5.775 85.778
0.356 -5.775 85.778
0.356 -5.775 85.778
0.356 -5.775 85.778
0.353 -5.842 86.092
0.353 -5.842 86.092
0.353 -5.842 86.092
0.386 -4.435 81.241
0.383 -4.484 81.560
0.384 -4.480 81.523
0.388 -3.887 80.040
0.388 -3.887 80.040
0.388 -3.887 80.040
0.373 -4.584 83.114
0.373 -4.584 83.114
0.373 -4.584 83.114
0.403 -4.486 80.900
0.403 -4.486 80.900
0.353 -4.805 85.186
0.353 -4.805 85.186
0.353 -4.805 85.186
0.353 -4.805 85.186
0.353 -4.805 85.186
0.353 -4.805 85.186
0.344 -4.984 86.203
0.364 -4.362 83.330
0.365 -4.643 83.937
0.365 -4.643 83.937
0.358 -4.907 84.919
0.358 -4.907 84.919
0.404 -3.786 79.176
0.393 -3.880 80.099
0.385 -4.003 80.855
0.384 -3.992 80.871
0.391 -3.539 79.383
0.400 -2.971 77.548
0.400 -2.971 77.548
0.400 -2.971 77.548
0.406 -2.854 76.760
0.406 -2.854 76.760
0.406 -2.854 76.760
0.411 -2.969 76.621
0.407 -2.999 76.939
0.413 -2.968 76.541
0.388 -3.314 79.070
0.388 -3.314 79.070
0.388 -3.314 79.070
0.388 -3.314 79.070
0.388 -3.314 79.070
0.388 -3.314 79.070
0.440 -3.286 75.967
0.434 -3.141 75.703
0.435 -3.797 77.775
0.445 -3.031 74.800
0.445 -3.031 74.800
0.445 -3.031 74.800
0.445 -3.031 74.800
0.445 -3.031 74.800
0.431 -2.816 74.617
0.423 -2.562 74.251
0.438 -2.312 72.787
0.430 -2.650 74.057
0.469 -2.463 71.701
0.379 -0.935 66.031
0.361 -0.985 67.234
0.400 -1.148 67.592
0.366 -1.092 67.533
0.366 -1.092 67.533
0.365 -1.078 67.385
0.365 -1.078 67.385
0.392 -1.012 66.495
0.389 -1.082 67.341
0.387 -1.063 66.972
0.388 -1.062 66.967
0.381 -1.046 66.991
0.363 -0.682 63.699
0.363 -0.682 63.699
0.363 -0.682 63.699
0.365 -0.980 66.710
0.344 -0.881 66.271
0.343 -0.891 66.496
0.303 -0.682 65.573
0.283 -0.539 64.457
0.283 -0.539 64.457
0.313 -0.703 65.214
0.313 -0.703 65.214
0.259 -0.518 64.130
0.259 -0.518 64.130
0.274 -0.596 64.769
0.235 -0.547 64.933
0.235 -0.547 64.933
0.235 -0.547 64.933
0.235 -0.547 64.933
0.235 -0.547 64.933
0.332 -0.719 64.940
0.332 -0.719 64.940
0.299 -0.671 64.856
0.299 -0.671 64.856
0.299 -0.671 64.856
0.299 -0.671 64.856
0.299 -0.671 64.856
0.299 -0.671 64.856
0.287 -0.628 64.704
0.287 -0.628 64.704
0.287 -0.628 64.704
0.294 -0.655 64.802
0.291 -0.637 64.759
0.291 -0.637 64.759
0.291 -0.637 64.759
0.291 -0.637 64.759
0.291 -0.637 64.759
0.291 -0.637 64.759
0.291 -0.637 64.759
0.291 -0.637 64.759
0.298 -0.634 64.525
0.298 -0.634 64.525
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.286 -0.640 64.945
0.282 -0.623 64.870
0.282 -0.623 64.870
0.282 -0.623 64.870
0.282 -0.623 64.870
0.282 -0.623 64.870
0.282 -0.623 64.870
0.282 -0.623 64.870
0.282 -0.623 64.870
