# acceptance rate 14.93
# Om   w   H0   chi2
0.329 -0.997 65.433 -978.520
0.397 -0.963 65.445 -964.261
0.397 -0.963 65.445 -964.261
0.397 -0.963 65.445 -964.261
0.397 -0.963 65.445 -964.261
0.397 -0.963 65.445 -964.261
0.433 -0.924 62.905 -937.485
0.433 -0.924 62.905 -937.485
0.433 -0.924 62.905 -937.485
0.433 -0.924 62.905 -937.485
0.433 -0.924 62.905 -937.485
0.483 -0.866 62.437 -927.700
0.514 -0.859 61.871 -923.161
0.580 -0.841 60.913 -917.769
0.580 -0.841 60.913 -917.769
0.748 -0.882 58.548 -916.144
0.748 -0.882 58.548 -916.144
0.748 -0.882 58.548 -916.144
0.761 -0.864 58.530 -916.878
0.692 -0.846 59.020 -914.839
0.692 -0.846 59.020 -914.839
0.692 -0.846 59.020 -914.839
0.692 -0.846 59.020 -914.839
0.692 -0.846 59.020 -914.839
0.620 -0.870 59.845 -915.407
0.620 -0.870 59.845 -915.407
0.620 -0.870 59.845 -915.407
0.620 -0.870 59.845 -915.407
0.652 -0.851 59.692 -914.613
0.652 -0.851 59.692 -914.613
0.652 -0.851 59.692 -914.613
0.652 -0.851 59.692 -914.613
0.652 -0.851 59.692 -914.613
0.711 -0.800 58.881 -915.415
0.711 -0.800 58.881 -915.415
0.711 -0.800 58.881 -915.415
0.711 -0.800 58.881 -915.415
0.630 -0.844 59.092 -918.139
0.630 -0.844 59.092 -918.139
0.693 -0.819 58.615 -915.993
0.693 -0.819 58.615 -915.993
0.693 -0.819 58.615 -915.993
0.605 -0.900 60.596 -916.329
0.605 -0.900 60.596 -916.329
0.605 -0.900 60.596 -916.329
0.605 -0.900 60.596 -916.329
0.605 -0.900 60.596 -916.329
0.605 -0.900 60.596 -916.329
0.605 -0.900 60.596 -916.329
0.605 -0.900 60.596 -916.329
0.605 -0.900 60.596 -916.329
0.609 -0.859 60.550 -916.394
0.686 -0.836 59.079 -914.758
0.686 -0.836 59.079 -914.758
0.686 -0.836 59.079 -914.758
0.686 -0.836 59.079 -914.758
0.686 -0.836 59.079 -914.758
0.686 -0.836 59.079 -914.758
0.686 -0.836 59.079 -914.758
0.686 -0.836 59.079 -914.758
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.699 -0.879 58.910 -915.090
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.723 -1.022 59.128 -914.852
0.696 -0.898 58.886 -915.355
0.696 -0.898 58.886 -915.355
0.696 -0.898 58.886 -915.355
0.696 -0.898 58.886 -915.355
0.696 -0.898 58.886 -915.355
0.696 -0.898 58.886 -915.355
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.626 -0.913 60.407 -915.782
0.595 -0.874 60.679 -916.659
0.605 -1.024 60.410 -918.078
0.605 -1.024 60.410 -918.078
0.618 -1.038 61.208 -918.663
0.618 -1.038 61.208 -918.663
0.618 -1.038 61.208 -918.663
0.618 -1.038 61.208 -918.663
0.670 -1.120 60.901 -918.733
0.670 -1.120 60.901 -918.733
0.670 -1.120 60.901 -918.733
0.670 -1.120 60.901 -918.733
0.670 -1.120 60.901 -918.733
0.694 -1.060 59.479 -914.714
0.694 -1.060 59.479 -914.714
0.694 -1.060 59.479 -914.714
0.694 -1.060 59.479 -914.714
0.694 -1.060 59.479 -914.714
0.684 -1.082 59.613 -914.961
0.684 -1.082 59.613 -914.961
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.706 -1.097 59.263 -915.082
0.685 -1.056 60.044 -915.159
0.685 -1.056 60.044 -915.159
0.685 -1.056 60.044 -915.159
0.666 -0.922 59.060 -916.577
0.666 -0.922 59.060 -916.577
0.644 -0.843 59.180 -916.005
0.653 -0.873 59.045 -916.866
0.684 -0.930 59.404 -914.561
0.684 -0.930 59.404 -914.561
0.660 -0.862 58.986 -916.405
0.706 -0.918 58.642 -916.366
0.706 -0.918 58.642 -916.366
0.706 -0.918 58.642 -916.366
0.706 -0.918 58.642 -916.366
0.706 -0.918 58.642 -916.366
0.706 -0.918 58.642 -916.366
0.681 -0.921 58.578 -919.219
0.681 -0.921 58.578 -919.219
0.681 -0.921 58.578 -919.219
0.681 -0.921 58.578 -919.219
0.732 -0.913 59.495 -918.064
0.732 -0.913 59.495 -918.064
0.742 -0.953 58.178 -918.002
0.644 -0.889 59.454 -915.520
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.650 -0.914 60.097 -915.192
0.764 -0.815 57.707 -919.434
0.764 -0.815 57.707 -919.434
0.764 -0.815 57.707 -919.434
0.764 -0.815 57.707 -919.434
0.764 -0.815 57.707 -919.434
0.706 -0.803 58.339 -916.926
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
0.756 -0.849 58.576 -916.849
