# acceptance rate 11.29
# Om   w   H0   chi2
0.349 -0.930 66.946 9.828e+02
0.349 -0.930 66.946 9.828e+02
0.349 -0.930 66.946 9.828e+02
0.349 -0.930 66.946 9.828e+02
0.412 -0.955 66.572 9.848e+02
0.412 -0.955 66.572 9.848e+02
0.366 -0.957 66.380 9.846e+02
0.366 -0.957 66.380 9.846e+02
0.398 -0.933 66.337 9.824e+02
0.398 -0.933 66.337 9.824e+02
0.398 -0.933 66.337 9.824e+02
0.398 -0.933 66.337 9.824e+02
0.398 -0.933 66.337 9.824e+02
0.412 -1.042 66.015 9.830e+02
0.360 -1.007 66.929 9.854e+02
0.360 -1.007 66.929 9.854e+02
0.360 -1.007 66.929 9.854e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.374 -0.873 65.868 9.824e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.452 -0.954 65.686 9.857e+02
0.458 -1.018 64.945 9.824e+02
0.508 -0.993 63.722 9.848e+02
0.508 -0.993 63.722 9.848e+02
0.508 -0.993 63.722 9.848e+02
0.508 -0.993 63.722 9.848e+02
0.508 -0.993 63.722 9.848e+02
0.589 -1.052 62.885 9.893e+02
0.589 -1.052 62.885 9.893e+02
0.589 -1.052 62.885 9.893e+02
0.589 -1.052 62.885 9.893e+02
0.501 -1.064 65.469 9.878e+02
0.498 -1.081 65.751 9.889e+02
0.575 -1.179 62.934 9.888e+02
0.575 -1.179 62.934 9.888e+02
0.571 -1.139 63.020 9.876e+02
0.571 -1.139 63.020 9.876e+02
0.571 -1.139 63.020 9.876e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.556 -1.174 63.827 9.847e+02
0.497 -1.155 65.130 9.814e+02
0.497 -1.155 65.130 9.814e+02
0.497 -1.155 65.130 9.814e+02
0.434 -1.149 67.291 9.811e+02
0.434 -1.149 67.291 9.811e+02
0.434 -1.149 67.291 9.811e+02
0.434 -1.149 67.291 9.811e+02
0.432 -1.262 68.271 9.813e+02
0.414 -1.257 68.890 9.825e+02
0.414 -1.257 68.890 9.825e+02
0.414 -1.257 68.890 9.825e+02
0.414 -1.257 68.890 9.825e+02
0.414 -1.257 68.890 9.825e+02
0.414 -1.257 68.890 9.825e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
0.408 -1.290 68.304 9.797e+02
