# acceptance rate 7.03
# Om   w   H0   chi2
0.254 -1.048 68.406 -517.253
0.280 -1.063 67.665 -519.413
0.280 -1.063 67.665 -519.413
0.320 -1.025 67.018 -496.374
0.314 -1.054 67.567 -495.017
0.304 -1.031 68.534 -491.722
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.327 -1.036 67.978 -490.910
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.350 -1.067 67.454 -490.273
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.326 -1.132 68.596 -490.641
0.356 -1.196 68.072 -490.583
0.356 -1.196 68.072 -490.583
0.356 -1.196 68.072 -490.583
0.356 -1.196 68.072 -490.583
0.356 -1.196 68.072 -490.583
0.356 -1.196 68.072 -490.583
0.356 -1.196 68.072 -490.583
0.356 -1.196 68.072 -490.583
0.387 -1.228 67.578 -490.206
0.387 -1.228 67.578 -490.206
0.387 -1.228 67.578 -490.206
0.387 -1.228 67.578 -490.206
0.387 -1.228 67.578 -490.206
0.387 -1.228 67.578 -490.206
0.387 -1.228 67.578 -490.206
0.376 -1.350 69.046 -489.451
0.376 -1.350 69.046 -489.451
0.376 -1.350 69.046 -489.451
0.376 -1.350 69.046 -489.451
0.376 -1.350 69.046 -489.451
0.376 -1.350 69.046 -489.451
