# acceptance rate 12.90
# Om   w   H0   chi2
0.269 -1.050 65.883 1.298e+03
0.269 -1.050 65.883 1.298e+03
0.326 -1.102 65.721 1.188e+03
0.326 -1.102 65.721 1.188e+03
0.382 -1.105 64.878 1.148e+03
0.412 -1.132 65.572 1.075e+03
0.389 -1.098 65.931 1.066e+03
0.389 -1.098 65.931 1.066e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.371 -0.917 65.021 1.073e+03
0.397 -0.913 65.325 1.074e+03
0.397 -0.913 65.325 1.074e+03
0.397 -0.913 65.325 1.074e+03
0.397 -0.913 65.325 1.074e+03
0.397 -0.913 65.325 1.074e+03
0.397 -0.913 65.325 1.074e+03
0.397 -0.913 65.325 1.074e+03
0.397 -0.913 65.325 1.074e+03
0.397 -0.913 65.325 1.074e+03
0.362 -0.846 65.653 1.071e+03
0.362 -0.846 65.653 1.071e+03
0.362 -0.846 65.653 1.071e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.342 -0.921 65.682 1.061e+03
0.322 -0.971 67.782 1.051e+03
0.322 -0.971 67.782 1.051e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.349 -1.032 67.305 1.046e+03
0.350 -0.968 66.241 1.052e+03
0.350 -0.968 66.241 1.052e+03
0.350 -0.968 66.241 1.052e+03
0.350 -0.968 66.241 1.052e+03
0.340 -0.997 66.353 1.056e+03
0.340 -0.997 66.353 1.056e+03
0.340 -0.997 66.353 1.056e+03
0.340 -0.997 66.353 1.056e+03
0.365 -1.002 65.439 1.079e+03
0.406 -0.946 64.714 1.081e+03
0.406 -0.946 64.714 1.081e+03
0.406 -0.946 64.714 1.081e+03
0.339 -0.970 66.161 1.057e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.312 -0.988 67.272 1.044e+03
0.352 -1.077 67.988 1.051e+03
