# acceptance rate 6.08
# Om   w   H0   chi2
0.312 -0.965 66.968 -623.155
0.312 -0.965 66.968 -623.155
0.312 -0.965 66.968 -623.155
0.312 -0.965 66.968 -623.155
0.312 -0.965 66.968 -623.155
0.312 -0.965 66.968 -623.155
0.312 -0.965 66.968 -623.155
0.312 -0.965 66.968 -623.155
0.312 -0.965 66.968 -623.155
0.285 -0.945 68.144 -621.383
0.285 -0.945 68.144 -621.383
0.285 -0.945 68.144 -621.383
0.285 -0.945 68.144 -621.383
0.285 -0.945 68.144 -621.383
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.207 -0.767 67.525 -621.158
0.162 -0.758 68.331 -623.834
0.162 -0.758 68.331 -623.834
0.162 -0.758 68.331 -623.834
0.162 -0.758 68.331 -623.834
0.162 -0.758 68.331 -623.834
0.162 -0.758 68.331 -623.834
0.162 -0.758 68.331 -623.834
0.213 -0.716 66.257 -623.908
0.213 -0.716 66.257 -623.908
0.213 -0.716 66.257 -623.908
0.213 -0.716 66.257 -623.908
0.213 -0.716 66.257 -623.908
0.213 -0.716 66.257 -623.908
0.213 -0.716 66.257 -623.908
0.213 -0.716 66.257 -623.908
0.213 -0.716 66.257 -623.908
0.168 -0.703 67.467 -622.134
0.168 -0.703 67.467 -622.134
0.168 -0.703 67.467 -622.134
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.174 -0.787 68.070 -624.141
0.159 -0.740 67.800 -622.581
0.159 -0.740 67.800 -622.581
0.159 -0.740 67.800 -622.581
0.159 -0.740 67.800 -622.581
0.159 -0.740 67.800 -622.581
0.159 -0.740 67.800 -622.581
0.159 -0.740 67.800 -622.581
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.190 -0.724 67.052 -621.166
0.200 -0.762 67.400 -620.927
0.200 -0.762 67.400 -620.927
0.200 -0.762 67.400 -620.927
0.200 -0.762 67.400 -620.927
0.163 -0.649 66.882 -624.194
0.163 -0.649 66.882 -624.194
0.163 -0.649 66.882 -624.194
0.163 -0.649 66.882 -624.194
