# acceptance rate 15.64
# Om   w   H0   chi2
0.280 -1.056 66.015 5.500e+03
0.259 -1.051 67.618 5.476e+03
0.303 -1.062 65.351 5.470e+03
0.351 -1.103 66.135 5.305e+03
0.351 -1.103 66.135 5.305e+03
0.395 -1.043 66.230 5.255e+03
0.395 -1.043 66.230 5.255e+03
0.375 -1.044 65.327 5.243e+03
0.450 -0.997 64.836 5.192e+03
0.450 -0.997 64.836 5.192e+03
0.450 -0.997 64.836 5.192e+03
0.450 -0.997 64.836 5.192e+03
0.513 -0.974 61.882 5.121e+03
0.513 -0.974 61.882 5.121e+03
0.529 -0.919 61.116 5.118e+03
0.529 -0.919 61.116 5.118e+03
0.568 -0.940 60.706 5.105e+03
0.568 -0.940 60.706 5.105e+03
0.568 -0.940 60.706 5.105e+03
0.531 -0.877 61.070 5.105e+03
0.564 -0.878 61.713 5.096e+03
0.564 -0.878 61.713 5.096e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.586 -0.863 60.262 5.091e+03
0.551 -0.887 61.443 5.090e+03
0.551 -0.887 61.443 5.090e+03
0.551 -0.887 61.443 5.090e+03
0.551 -0.887 61.443 5.090e+03
0.551 -0.887 61.443 5.090e+03
0.551 -0.887 61.443 5.090e+03
0.551 -0.887 61.443 5.090e+03
0.551 -0.887 61.443 5.090e+03
0.563 -0.864 61.032 5.086e+03
0.598 -0.842 60.327 5.082e+03
0.598 -0.842 60.327 5.082e+03
0.598 -0.842 60.327 5.082e+03
0.598 -0.842 60.327 5.082e+03
0.598 -0.842 60.327 5.082e+03
0.598 -0.842 60.327 5.082e+03
0.598 -0.842 60.327 5.082e+03
0.608 -0.831 60.035 5.083e+03
0.608 -0.831 60.035 5.083e+03
0.604 -0.829 60.251 5.080e+03
0.604 -0.829 60.251 5.080e+03
0.604 -0.829 60.251 5.080e+03
0.604 -0.829 60.251 5.080e+03
0.618 -0.800 60.194 5.078e+03
0.618 -0.800 60.194 5.078e+03
0.618 -0.800 60.194 5.078e+03
0.618 -0.800 60.194 5.078e+03
