# acceptance rate 5.69
# Om   w   H0   chi2
0.270 -1.084 68.473 -509.461
0.270 -1.084 68.473 -509.461
0.270 -1.084 68.473 -509.461
0.270 -1.084 68.473 -509.461
0.270 -1.084 68.473 -509.461
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.298 -1.043 68.669 -486.626
0.341 -0.990 67.486 -487.352
0.341 -0.990 67.486 -487.352
0.341 -0.990 67.486 -487.352
0.341 -0.990 67.486 -487.352
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.333 -0.995 66.808 -485.329
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.342 -1.009 66.688 -485.988
0.373 -1.039 67.050 -486.828
0.373 -1.039 67.050 -486.828
0.373 -1.039 67.050 -486.828
0.363 -1.076 66.722 -486.570
0.363 -1.076 66.722 -486.570
0.363 -1.076 66.722 -486.570
0.363 -1.076 66.722 -486.570
0.363 -1.076 66.722 -486.570
0.363 -1.076 66.722 -486.570
0.363 -1.076 66.722 -486.570
0.349 -1.278 68.876 -486.505
0.349 -1.278 68.876 -486.505
0.349 -1.278 68.876 -486.505
0.324 -1.149 68.752 -485.811
0.324 -1.149 68.752 -485.811
0.324 -1.149 68.752 -485.811
0.324 -1.149 68.752 -485.811
0.324 -1.149 68.752 -485.811
0.324 -1.149 68.752 -485.811
0.324 -1.149 68.752 -485.811
0.314 -1.135 69.088 -487.608
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.330 -1.139 68.722 -485.382
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.371 -1.216 68.495 -485.636
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.341 -1.163 68.762 -485.678
0.314 -1.091 68.276 -485.764
0.314 -1.091 68.276 -485.764
0.314 -1.091 68.276 -485.764
0.314 -1.091 68.276 -485.764
0.314 -1.091 68.276 -485.764
0.314 -1.091 68.276 -485.764
0.314 -1.091 68.276 -485.764
0.314 -1.091 68.276 -485.764
0.314 -1.091 68.276 -485.764
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.365 -1.015 66.960 -486.257
0.387 -1.118 66.719 -485.499
0.387 -1.118 66.719 -485.499
0.387 -1.118 66.719 -485.499
0.387 -1.118 66.719 -485.499
0.387 -1.118 66.719 -485.499
0.387 -1.118 66.719 -485.499
0.387 -1.118 66.719 -485.499
0.387 -1.118 66.719 -485.499
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.360 -1.092 67.275 -483.430
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
0.376 -1.219 67.698 -483.817
