# acceptance rate 5.94
# Om   w   H0   chi2
0.288 -1.065 66.427 -703.366
0.374 -1.015 67.773 -627.037
0.347 -1.049 66.868 -619.416
0.347 -1.049 66.868 -619.416
0.347 -1.049 66.868 -619.416
0.347 -1.049 66.868 -619.416
0.347 -1.049 66.868 -619.416
0.347 -1.049 66.868 -619.416
0.336 -1.076 68.704 -615.505
0.336 -1.076 68.704 -615.505
0.336 -1.076 68.704 -615.505
0.336 -1.076 68.704 -615.505
0.287 -1.038 68.657 -615.141
0.287 -1.038 68.657 -615.141
0.287 -1.038 68.657 -615.141
0.287 -1.038 68.657 -615.141
0.287 -1.038 68.657 -615.141
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.322 -1.048 68.665 -613.943
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.353 -1.197 68.698 -611.732
0.401 -1.246 67.882 -613.227
0.401 -1.246 67.882 -613.227
0.340 -1.240 69.315 -613.458
0.340 -1.240 69.315 -613.458
0.340 -1.240 69.315 -613.458
0.340 -1.240 69.315 -613.458
0.363 -1.186 68.232 -611.656
